armSkuName,skuId,meterName,productName,location,armRegionName,retailPrice,unitOfMeasure,serviceName,serviceId,serviceFamily,currencyCode,tierMinimumUnits,unitPrice,effectiveStartDate,meterId,productId,skuName,type,isPrimaryMeterRegion
Standard_M12ds_v3,DZH318Z0K7D1/0186,Standard_M12ds_v3 Low Priority,Virtual Machines Mdsv3 Medium Memory Series Windows,EU North,northeurope,0.392,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.392,2023-11-01T00:00:00Z,00096ee0-9dd8-5664-aa3a-ba986675c5f9,DZH318Z0K7D1,Standard_M12ds_v3 Low Priority,DevTestConsumption,true
,DZH318Z0BWQJ/00NZ,Premium SQL Analytics DBU,Azure Databricks,US West Central,westcentralus,0.22,1 Hour,Azure Databricks,DZH319HK4RD6,Analytics,USD,0,0.22,2021-06-01T00:00:00Z,8a209c1f-5dbd-57c5-983c-b8cc52bdce70,DZH318Z0BWQJ,Premium SQL Analytics,Consumption,false
Standard_D96_v5,DZH318Z08M9V/00WG,D96 v5 Low Priority,Virtual Machines Dv5 Series Windows,KR South,koreasouth,3.886,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3.886,2021-11-01T00:00:00Z,0009a0a2-af7b-5fc7-9e4a-a0c5e18c0dfb,DZH318Z08M9V,Standard_D96_v5 Low Priority,Consumption,true
Standard_D96_v5,DZH318Z08M9V/00WG,D96 v5 Low Priority,Virtual Machines Dv5 Series Windows,KR South,koreasouth,1.06,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.06,2021-11-01T00:00:00Z,0009a0a2-af7b-5fc7-9e4a-a0c5e18c0dfb,DZH318Z08M9V,Standard_D96_v5 Low Priority,DevTestConsumption,true
,DZH318Z0CGV9/001H,Basic App Instance,Azure Spring Apps,ZA North,southafricanorth,0,1 Hour,Azure Spring Cloud,DZH314KKHZC9,Other,USD,0,0,2021-04-01T00:00:00Z,000a03bc-54d3-5f1d-b66e-995c425ff509,DZH318Z0CGV9,Basic,Consumption,true
,DZH318Z0BQPX/0018,Pay-as-you-go Data at Rest,Data Lake Store,JA East,japaneast,0.042,1 GB/Month,Data Lake Store,DZH314H0T4NQ,Analytics,USD,0,0.042,2018-05-01T00:00:00Z,000a2755-e888-4145-9cdc-629fcd956d28,DZH318Z0BQPX,Pay-as-you-go,Consumption,true
,DZH318Z0BQPX/0018,Pay-as-you-go Data at Rest,Data Lake Store,JA East,japaneast,0.041,1 GB/Month,Data Lake Store,DZH314H0T4NQ,Analytics,USD,102400,0.041,2018-05-01T00:00:00Z,000a2755-e888-4145-9cdc-629fcd956d28,DZH318Z0BQPX,Pay-as-you-go,Consumption,true
,DZH318Z0BQPX/0018,Pay-as-you-go Data at Rest,Data Lake Store,JA East,japaneast,0.04,1 GB/Month,Data Lake Store,DZH314H0T4NQ,Analytics,USD,1024000,0.04,2018-05-01T00:00:00Z,000a2755-e888-4145-9cdc-629fcd956d28,DZH318Z0BQPX,Pay-as-you-go,Consumption,true
,DZH318Z0BQPX/0018,Pay-as-you-go Data at Rest,Data Lake Store,JA East,japaneast,0.039,1 GB/Month,Data Lake Store,DZH314H0T4NQ,Analytics,USD,5120000,0.039,2018-05-01T00:00:00Z,000a2755-e888-4145-9cdc-629fcd956d28,DZH318Z0BQPX,Pay-as-you-go,Consumption,true
Standard_F16s,DZH318Z0BQPS/00TG,F16s Spot,Virtual Machines FS Series Windows,EU West,westeurope,0.1645,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.1645,2024-03-01T00:00:00Z,000a794b-bdb0-58be-a0cd-0c3a0f222923,DZH318Z0BQPS,F16s Spot,Consumption,true
Standard_F16s,DZH318Z0BQPS/00TG,F16s Spot,Virtual Machines FS Series Windows,EU West,westeurope,0.0909,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0909,2024-03-01T00:00:00Z,000a794b-bdb0-58be-a0cd-0c3a0f222923,DZH318Z0BQPS,F16s Spot,DevTestConsumption,true
Standard_DS4_v2,DZH318Z0BQ4C/03XH,DS4 v2 Spot,Virtual Machines DSv2 Series,IN West,westindia,0.0675,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0675,2023-09-01T00:00:00Z,000a9e97-ffbf-58eb-ac5a-94e4fe39065e,DZH318Z0BQ4C,DS4 v2 Spot,Consumption,true
,DZH318Z0BQFD/001X,Backup LRS Data Stored,Azure Database for PostgreSQL Single Server - Backup Storage,CA Central,canadacentral,0.11,1 GB/Month,Azure Database for PostgreSQL,DZH3199QPQTD,Databases,USD,0,0.11,2018-05-01T00:00:00Z,000aa528-aa37-4848-a4b8-9abcf6e5c2ff,DZH318Z0BQFD,Backup LRS,Consumption,true
Standard_D64ds_v5,DZH318Z08MC6/00H8,D64ds v5,Virtual Machines Ddsv5 Series,US West 2,westus2,3.616,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3.616,2021-11-01T00:00:00Z,000aeefc-dae5-5264-8f64-d0838e160478,DZH318Z08MC6,Standard_D64ds_v5,Consumption,true
Standard_D64ds_v5,DZH318Z08MC6/01X7,D64ds v5,Virtual Machines Ddsv5 Series,US West 2,westus2,18689,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,18689,2021-11-01T00:00:00Z,000aeefc-dae5-5264-8f64-d0838e160478,DZH318Z08MC6,Standard_D64ds_v5,Reservation,true
Standard_D64ds_v5,DZH318Z08MC6/01X6,D64ds v5,Virtual Machines Ddsv5 Series,US West 2,westus2,36111,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,36111,2021-11-01T00:00:00Z,000aeefc-dae5-5264-8f64-d0838e160478,DZH318Z08MC6,Standard_D64ds_v5,Reservation,true
Standard_D96ls_v5,DZH318Z08M9L/02S8,D96ls v5 Spot,Virtual Machines Dlsv5 Series,ES Central,spaincentral,1.164,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.164,2024-02-01T00:00:00Z,000af3e1-21c1-532a-8c82-245ceb88c08b,DZH318Z08M9L,D96ls v5 Spot,Consumption,true
Standard_E64-16as_v5,DZH318Z093WZ/05CD,E64-16as v5 Spot,Virtual Machines Easv5 Series,JA West,japanwest,0.4384,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.4384,2023-08-01T00:00:00Z,000b2fef-5bfc-5640-83a7-40de273d4214,DZH318Z093WZ,E64-16as v5 Spot,Consumption,true
Standard_E20d_v5,DZH318Z08M9R/0054,E20d v5 Low Priority,Virtual Machines Edv5 Series,JA East,japaneast,0.348,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.348,2021-11-01T00:00:00Z,000b49e6-05c3-56b7-a568-dd694eda0217,DZH318Z08M9R,Standard_E20d_v5 Low Priority,Consumption,true
Standard_B16ls_v2,DZH318Z0K9KD/019N,B16ls v2 Low Priority,Virtual Machines Bsv2 Series Windows,AE North,uaenorth,0.314,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.314,2023-09-01T00:00:00Z,000b636e-8887-54ec-ba7e-3498b9a2414e,DZH318Z0K9KD,B16ls v2 Low Priority,Consumption,true
Standard_B16ls_v2,DZH318Z0K9KD/019N,B16ls v2 Low Priority,Virtual Machines Bsv2 Series Windows,AE North,uaenorth,0.142,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.142,2023-09-01T00:00:00Z,000b636e-8887-54ec-ba7e-3498b9a2414e,DZH318Z0K9KD,B16ls v2 Low Priority,DevTestConsumption,true
,DZH318Z0BNWK/00KP,Data Stored,SQL Server Stretch Database,AU Southeast,australiasoutheast,0.16,1 GB/Month,SQL Server Stretch Database,DZH3181TS4Z3,Databases,USD,0,0.16,2016-09-01T00:00:00Z,963858e4-b3ba-46bd-90cc-b509518302d5,DZH318Z0BNWK,DSU300,Consumption,false
Standard_B16as_v2,DZH318Z0K9JF/01WR,B16as v2,Virtual Machines Basv2 Series Windows,IN West Jio,jioindiawest,0.467,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.467,2023-09-01T00:00:00Z,000b7f6d-d153-55af-a421-e8be795fb064,DZH318Z0K9JF,B16as v2,Consumption,true
Standard_B16as_v2,DZH318Z0K9JF/01WR,B16as v2,Virtual Machines Basv2 Series Windows,IN West Jio,jioindiawest,0.394,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.394,2023-09-01T00:00:00Z,000b7f6d-d153-55af-a421-e8be795fb064,DZH318Z0K9JF,B16as v2,DevTestConsumption,true
Standard_F16s,DZH318Z0BQPS/00NM,F16s Spot,Virtual Machines FS Series Windows,US Gov TX,usgovtexas,0.170078,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.170078,2023-10-01T00:00:00Z,000b8582-d57d-5831-b49f-f8150e4b545e,DZH318Z0BQPS,F16s Spot,Consumption,true
Azure_Redis_Cache_Enterprise_Flash_F1500,DZH318Z0DBT6/00HZ,F1500 Cache,Azure Redis Cache Enterprise Flash,US West 3,westus3,8.023,1 Hour,Redis Cache,DZH314LP4PZS,Databases,USD,0,8.023,2022-08-01T00:00:00Z,000b8ea4-0661-5707-96e6-8c5bdcd1a133,DZH318Z0DBT6,F1500,Consumption,true
Standard_DS13-4_v2,DZH318Z0BQPW/03M9,DS13-4 v2 Low Priority,Virtual Machines DSv2 Series Windows,SE Central,swedencentral,0.35,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.35,2022-02-01T00:00:00Z,440a3f33-537c-51f0-ab0d-2dc96d838f19,DZH318Z0BQPW,DS13-4 v2 Low Priority,Consumption,false
Standard_DS13-4_v2,DZH318Z0BQPW/03M9,DS13-4 v2 Low Priority,Virtual Machines DSv2 Series Windows,SE Central,swedencentral,0.138,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.138,2021-06-08T00:00:00Z,440a3f33-537c-51f0-ab0d-2dc96d838f19,DZH318Z0BQPW,DS13-4 v2 Low Priority,DevTestConsumption,false
Easv4_Type2,DZH318Z0CXSZ/00DQ,Easv4 Type2,Easv4 Series Dedicated Host,KR South,koreasouth,7.603,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,7.603,2021-12-01T00:00:00Z,000c0948-0687-52ed-8efa-32a3cfa6c9ed,DZH318Z0CXSZ,Easv4 Type2,Consumption,true
Easv4_Type2,DZH318Z0CXSZ/00DP,Easv4 Type2,Easv4 Series Dedicated Host,KR South,koreasouth,39231,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,39231,2021-12-01T00:00:00Z,000c0948-0687-52ed-8efa-32a3cfa6c9ed,DZH318Z0CXSZ,Easv4 Type2,Reservation,true
Easv4_Type2,DZH318Z0CXSZ/00DN,Easv4 Type2,Easv4 Series Dedicated Host,KR South,koreasouth,77890,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,77890,2021-12-01T00:00:00Z,000c0948-0687-52ed-8efa-32a3cfa6c9ed,DZH318Z0CXSZ,Easv4 Type2,Reservation,true
,DZH318Z08M22/001L,Standard Capacity Unit,Azure Purview Data Map,US West 3,westus3,0.411,1 Hour,Azure Purview,DZH318Q66D0F,Analytics,USD,0,0.411,2022-02-01T00:00:00Z,0745df0d-ce4f-52db-ac31-ac574d4dcfe5,DZH318Z08M22,Standard,Consumption,false
Standard_DC8as_v5,DZH318Z09B6C/000H,DC8as v5 Low Priority,DCasv5-series Linux,US East,eastus,0.0688,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0688,2023-07-01T00:00:00Z,000c494f-505a-508d-84e3-6c512039061f,DZH318Z09B6C,Standard_DC8as_v5 Low Priority,Consumption,true
Standard_E8-4ds_v5,DZH318Z096SN/079J,E8-4ds v5,Virtual Machines Edsv5 Series,QA Central,qatarcentral,0.672,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.672,2023-12-01T00:00:00Z,7c18da47-557b-555b-ba3b-b9ba07402b6f,DZH318Z096SN,E8-4ds v5,Consumption,false
Standard_E8-4ds_v5,DZH318Z096SN/07C0,E8-4ds v5,Virtual Machines Edsv5 Series,QA Central,qatarcentral,3473,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3473,2023-12-01T00:00:00Z,7c18da47-557b-555b-ba3b-b9ba07402b6f,DZH318Z096SN,E8-4ds v5,Reservation,false
Standard_E8-4ds_v5,DZH318Z096SN/07BM,E8-4ds v5,Virtual Machines Edsv5 Series,QA Central,qatarcentral,6711,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,6711,2023-12-01T00:00:00Z,7c18da47-557b-555b-ba3b-b9ba07402b6f,DZH318Z096SN,E8-4ds v5,Reservation,false
,DZH318Z0BPH7/0015,Cool Data Retrieval,General Block Blob v2,BR South,brazilsouth,0.01,1 GB,Storage,DZH317F1HKN0,Storage,USD,0,0.01,2016-11-01T00:00:00Z,07135832-4a64-40b6-a093-30af0d2b6f54,DZH318Z0BPH7,Cool GRS,Consumption,false
,DZH318Z0BQLF/0071,S3 Input Content Minute,Media Redactor,MX Central,mexicocentral,0.1452,1,Media Services,DZH314XRFTP0,Web,USD,0,0.1452,2024-02-01T00:00:00Z,000c7f6f-4232-5fee-a68b-71919bf49d36,DZH318Z0BQLF,S3,Consumption,true
,DZH318Z0BQLF/0071,S3 Input Content Minute,Media Redactor,MX Central,mexicocentral,0.1177,1,Media Services,DZH314XRFTP0,Web,USD,1000000,0.1177,2024-02-01T00:00:00Z,000c7f6f-4232-5fee-a68b-71919bf49d36,DZH318Z0BQLF,S3,Consumption,true
,DZH318Z0BQLF/0071,S3 Input Content Minute,Media Redactor,MX Central,mexicocentral,0.1353,1,Media Services,DZH314XRFTP0,Web,USD,50000,0.1353,2024-02-01T00:00:00Z,000c7f6f-4232-5fee-a68b-71919bf49d36,DZH318Z0BQLF,S3,Consumption,true
,DZH318Z0BXW7/0046,S2 App,Azure App Service Standard Plan - Linux,AE Central,uaecentral,0.218,1 Hour,Azure App Service,DZH317GT8G5N,Compute,USD,0,0.218,2019-10-01T00:00:00Z,000c9730-3e31-4bdb-a99e-a2d90a36c41f,DZH318Z0BXW7,S2,Consumption,true
,DZH318Z0BXW8/0010,PC3 App,Azure App Service Premium Windows Container Plan,US East,eastus,0.324892,1 Hour,Azure App Service,DZH317GT8G5N,Compute,USD,0,0.324892,2018-08-10T00:00:00Z,000c9af7-4333-46a8-b5bb-4f4740574c83,DZH318Z0BXW8,PC3,Consumption,true
48 vCore,DZH318Z0DCS2/0076,vCore,Azure Database for MySQL Flexible Server General Purpose Dv3 Series Compute,CA Central,canadacentral,4.536,1 Hour,Azure Database for MySQL,DZH317NR0P99,Databases,USD,0,4.536,2021-06-01T00:00:00Z,d8981331-2eb3-5388-a0af-d7eb5ab14473,DZH318Z0DCS2,48 vCore,Consumption,false
32 vCore,DZH318Z09PHV/00LX,vCore,SQL Database SingleDB Hyperscale – Serverless – Compute Gen5,MX Central,mexicocentral,0.6435,1 Hour,SQL Database,DZH3180HX10K,Databases,USD,0,0.6435,2024-02-01T00:00:00Z,b6ec91c9-3002-518c-9717-2970c103b011,DZH318Z09PHV,32 vCore,Consumption,false
Standard_E16-4s_v3,DZH318Z0BPVN/042W,E16-4s v3,Virtual Machines ESv3 Series Windows,QA Central,qatarcentral,1.977,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.977,2022-07-05T00:00:00Z,a63f1e20-cae6-5dbf-a02a-f487ed8a61a0,DZH318Z0BPVN,E16-4s v3,Consumption,false
Standard_E16-4s_v3,DZH318Z0BPVN/042W,E16-4s v3,Virtual Machines ESv3 Series Windows,QA Central,qatarcentral,1.241,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1.241,2022-07-05T00:00:00Z,a63f1e20-cae6-5dbf-a02a-f487ed8a61a0,DZH318Z0BPVN,E16-4s v3,DevTestConsumption,false
Standard_E20_v3,DZH318Z0BQ4L/025L,E20 v3/E20s v3 Low Priority,Virtual Machines Ev3 Series,ZA West,southafricawest,0.42,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.42,2020-09-01T00:00:00Z,000db1d1-1d7f-484f-a2c2-144eeb049ae3,DZH318Z0BQ4L,E20 v3 Low Priority,Consumption,true
Standard_A3,DZH318Z0BPVJ/003N,A3,Virtual Machines A Series Windows,JA East,japaneast,0.424,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.424,2016-01-11T00:00:00Z,000e0d7d-c353-4741-9ffc-e9fcdaebf8f7,DZH318Z0BPVJ,A3,Consumption,true
Standard_A3,DZH318Z0BPVJ/003N,A3,Virtual Machines A Series Windows,JA East,japaneast,0.324,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.324,2016-01-11T00:00:00Z,000e0d7d-c353-4741-9ffc-e9fcdaebf8f7,DZH318Z0BPVJ,A3,DevTestConsumption,true
Azure_App_Service_Premium_v3_Plan_Linux_P3mv3,DZH318Z0DCR6/01FC,P3mv3 App,Azure App Service Premium v3 Plan - Linux,KR South,koreasouth,0.833143,1 Hour,Azure App Service,DZH317GT8G5N,Compute,USD,0,0.833143,2023-12-01T00:00:00Z,000e309e-79b6-5ec9-a38c-459856c36053,DZH318Z0DCR6,P3mv3,Consumption,true
Azure_App_Service_Premium_v3_Plan_Linux_P3mv3,DZH318Z0DCR6/01FC,P3mv3 App,Azure App Service Premium v3 Plan - Linux,KR South,koreasouth,0.01,1 Hour,Azure App Service,DZH317GT8G5N,Compute,USD,0,0.01,2023-12-01T00:00:00Z,000e309e-79b6-5ec9-a38c-459856c36053,DZH318Z0DCR6,P3mv3,DevTestConsumption,true
Azure_App_Service_Premium_v3_Plan_Linux_P3mv3,DZH318Z0DCR6/01LF,P3mv3 App,Azure App Service Premium v3 Plan - Linux,KR South,koreasouth,4748,1 Hour,Azure App Service,DZH317GT8G5N,Compute,USD,0,4748,2023-12-01T00:00:00Z,000e309e-79b6-5ec9-a38c-459856c36053,DZH318Z0DCR6,P3mv3,Reservation,true
Azure_App_Service_Premium_v3_Plan_Linux_P3mv3,DZH318Z0DCR6/01LG,P3mv3 App,Azure App Service Premium v3 Plan - Linux,KR South,koreasouth,9853,1 Hour,Azure App Service,DZH317GT8G5N,Compute,USD,0,9853,2024-03-01T00:00:00Z,000e309e-79b6-5ec9-a38c-459856c36053,DZH318Z0DCR6,P3mv3,Reservation,true
,DZH318Z0BP0L/01JQ,S60 LRS Disk Operations,Standard HDD Managed Disks,NO East,norwayeast,0.0005,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.0005,2017-10-01T00:00:00Z,82cd70ab-1aee-4b30-bc04-8b71e1204dbc,DZH318Z0BP0L,S60 LRS,Consumption,false
,DZH318Z0BP0B/0066,LRS Data Stored,Files,BR Southeast,brazilsoutheast,0.10634,1 GB/Month,Storage,DZH317F1HKN0,Storage,USD,0,0.10634,2020-08-25T00:00:00Z,000e4dbc-9b46-5a2b-a833-57d93fdc820f,DZH318Z0BP0B,Standard LRS,Consumption,true
,DZH318Z0BP4S/002D,Neural Long Audio Characters,Speech,US West 3,westus3,100,1M,Cognitive Services,DZH31600VF1F,AI + Machine Learning,USD,0,100,2022-06-01T00:00:00Z,dbf1523a-a816-52f2-9858-6a9cdfa846dc,DZH318Z0BP4S,S1,Consumption,false
64 vCore,DZH318Z0B172/00LK,vCore,SQL Managed Instance General Purpose - Premium Series Memory Optimized Compute,QA Central,qatarcentral,20.81,1 Hour,SQL Managed Instance,DZH318XWNZTN,Databases,USD,0,20.81,2023-06-01T00:00:00Z,abb8ff08-a986-531a-80f6-58586fb34cb3,DZH318Z0B172,64 vCore,Consumption,false
,DZH318Z0BNXK/0004,Standard Perf Monitor Connection Metric,Network Watcher,US West,westus,0,1,Network Watcher,DZH314X3WSLX,Networking,USD,0,0,2018-03-02T00:00:00Z,ba2b4df6-e886-4cf2-9818-33f27d22b3cf,DZH318Z0BNXK,Standard,Consumption,false
,DZH318Z0BNXK/0004,Standard Perf Monitor Connection Metric,Network Watcher,US West,westus,0.3,1,Network Watcher,DZH314X3WSLX,Networking,USD,10,0.3,2018-03-02T00:00:00Z,ba2b4df6-e886-4cf2-9818-33f27d22b3cf,DZH318Z0BNXK,Standard,Consumption,false
,DZH318Z0BNXK/0004,Standard Perf Monitor Connection Metric,Network Watcher,US West,westus,0.02,1,Network Watcher,DZH314X3WSLX,Networking,USD,1000010,0.02,2018-03-02T00:00:00Z,ba2b4df6-e886-4cf2-9818-33f27d22b3cf,DZH318Z0BNXK,Standard,Consumption,false
,DZH318Z0BNXK/0004,Standard Perf Monitor Connection Metric,Network Watcher,US West,westus,0.1,1,Network Watcher,DZH314X3WSLX,Networking,USD,240010,0.1,2018-03-02T00:00:00Z,ba2b4df6-e886-4cf2-9818-33f27d22b3cf,DZH318Z0BNXK,Standard,Consumption,false
,DZH318Z0BNXK/0004,Standard Perf Monitor Connection Metric,Network Watcher,US West,westus,0.05,1,Network Watcher,DZH314X3WSLX,Networking,USD,750010,0.05,2018-03-02T00:00:00Z,ba2b4df6-e886-4cf2-9818-33f27d22b3cf,DZH318Z0BNXK,Standard,Consumption,false
,DZH318Z0BPH7/005P,Cool GRS Write Operations,General Block Blob v2,US North Central,northcentralus,0.2,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.2,2016-05-09T00:00:00Z,a79ff50e-8ce0-4944-8abd-dba53e60178a,DZH318Z0BPH7,Cool RA-GRS,Consumption,false
Standard_D64as_v4,DZH318Z0CM2C/010M,D64as v4 Low Priority,Virtual Machines Dasv4 Series,UK West,ukwest,0.743,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.743,2023-06-01T00:00:00Z,3c4c18e8-3eed-5a32-86ed-e62e3286ec81,DZH318Z0CM2C,D64as v4 Low Priority,Consumption,false
,DZH318Z0C120/009H,Archive Other Operations,General Block Blob v2 Hierarchical Namespace,IN Central,centralindia,0.005,10K,Storage,DZH317F1HKN0,Storage,USD,0,0.005,2020-03-01T00:00:00Z,00109a87-d6f6-4098-92cc-899900f65d53,DZH318Z0C120,Archive LRS,Consumption,true
Standard_F16,DZH318Z0BPVT/00VC,F16/F16s Spot,Virtual Machines F Series Windows,AU Southeast,australiasoutheast,0.1777,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.1777,2024-03-01T00:00:00Z,0010a9ec-605e-5713-905c-d621b5c24287,DZH318Z0BPVT,F16 Spot,Consumption,true
Standard_F16,DZH318Z0BPVT/00VC,F16/F16s Spot,Virtual Machines F Series Windows,AU Southeast,australiasoutheast,0.1042,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.1042,2024-02-01T00:00:00Z,0010a9ec-605e-5713-905c-d621b5c24287,DZH318Z0BPVT,F16 Spot,DevTestConsumption,true
Standard_E4ads_v5,DZH318Z092R4/01BD,E4ads v5 Low Priority,Eadsv5 Series CloudServices,US West 3,westus3,0.123,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.123,2023-10-01T00:00:00Z,0010df93-c8c8-5eeb-9988-44dbe40d0181,DZH318Z092R4,E4ads v5 Low Priority,Consumption,true
Standard_EC8as_cc_v5,DZH318Z0BDLB/00B1,EC8ascc v5 Spot,Virtual Machines ECasccv5 Series Windows,US West,westus,0.218,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.218,2023-09-01T00:00:00Z,00115c07-3649-5b73-bbb6-acbcd5cd3979,DZH318Z0BDLB,Standard_EC8as_cc_v5 Spot,Consumption,true
Standard_EC8as_cc_v5,DZH318Z0BDLB/00B1,EC8ascc v5 Spot,Virtual Machines ECasccv5 Series Windows,US West,westus,0.126,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.126,2023-09-01T00:00:00Z,00115c07-3649-5b73-bbb6-acbcd5cd3979,DZH318Z0BDLB,Standard_EC8as_cc_v5 Spot,DevTestConsumption,true
,DZH318Z0CDGF/0019,Standard Read Operations,Azure Cosmos DB Analytics Storage,US Gov Virginia,usgovvirginia,0.004,10K,Azure Cosmos DB,DZH317DL9CC7,Databases,USD,0,0.004,2023-05-01T00:00:00Z,001172f3-df5d-490c-904d-50efcef3fab4,DZH318Z0CDGF,Standard,Consumption,true
,DZH318Z0CCGL/003L,E16s,Azure Cosmos DB Dedicated Gateway - Memory Optimized,ZA North,southafricanorth,2.35,1 Hour,Azure Cosmos DB,DZH317DL9CC7,Databases,USD,0,2.35,2020-11-04T00:00:00Z,00119c2c-ed34-4bc6-9e72-9f12942e45df,DZH318Z0CCGL,E16s,Consumption,true
7 vCPU VM,DZH318Z0BJW0/003X,7 vCPU VM License,SQL Server Web Red Hat Enterprise Linux,,,0.186,1 Hour,Virtual Machines Licenses,DZH317WPTGV0,Compute,USD,0,0.186,2021-08-01T00:00:00Z,0011cb88-b03d-5a3c-8a8d-af65f5e4bdbc,DZH318Z0BJW0,7 vCPU VM,Consumption,true
7 vCPU VM,DZH318Z0BJW0/003X,7 vCPU VM License,SQL Server Web Red Hat Enterprise Linux,,,0.121,1 Hour,Virtual Machines Licenses,DZH317WPTGV0,Compute,USD,0,0.121,2021-08-01T00:00:00Z,0011cb88-b03d-5a3c-8a8d-af65f5e4bdbc,DZH318Z0BJW0,7 vCPU VM,DevTestConsumption,true
Standard_D32ls_v5,DZH318Z08M9K/00LW,D32ls v5 Spot,Virtual Machines Dlsv5 Series Windows,US Central,centralus,0.75225,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.75225,2023-09-01T00:00:00Z,0011cf56-49de-5d3e-8095-ca908477b95b,DZH318Z08M9K,D32ls v5 Spot,Consumption,true
Standard_D32ls_v5,DZH318Z08M9K/00LW,D32ls v5 Spot,Virtual Machines Dlsv5 Series Windows,US Central,centralus,0.38425,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.38425,2023-09-01T00:00:00Z,0011cf56-49de-5d3e-8095-ca908477b95b,DZH318Z08M9K,D32ls v5 Spot,DevTestConsumption,true
Cold,DZH318Z0C120/02LN,Cold LRS Index Tags,General Block Blob v2 Hierarchical Namespace,AP Southeast,southeastasia,0.039,10K/Month,Storage,DZH317F1HKN0,Storage,USD,0,0.039,2023-05-01T00:00:00Z,0011df0b-a7ea-5d20-9535-980e002a33da,DZH318Z0C120,Cold LRS,Consumption,true
,DZH318Z0BPWC/00DT,F4s v2 Low Priority,Cloud Services FSv2 Series,EU North,northeurope,0.15,1 Hour,Cloud Services,DZH31671GG75,Compute,USD,0,0.15,2021-11-01T00:00:00Z,00121361-001f-4aba-9795-e7e04c58b0db,DZH318Z0BPWC,F4s v2 Low Priority,Consumption,true
,DZH318Z0BPWC/00DT,F4s v2 Low Priority,Cloud Services FSv2 Series,EU North,northeurope,0.0384,1 Hour,Cloud Services,DZH31671GG75,Compute,USD,0,0.0384,2021-11-01T00:00:00Z,00121361-001f-4aba-9795-e7e04c58b0db,DZH318Z0BPWC,F4s v2 Low Priority,DevTestConsumption,true
Standard_E32_v4,DZH318Z0D1L7/02JJ,E32 v4 Spot,Virtual Machines Ev4 Series,AE Central,uaecentral,0.315845,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.315845,2023-04-01T00:00:00Z,00122690-2bfb-5526-99aa-e623c03c9cb5,DZH318Z0D1L7,E32 v4 Spot,Consumption,true
